Record_ID,Process_ID,Process_Name,Machine_ID,Cycle_Time_min,Setup_Time_min,Waiting_Time_min,Defect_Rate,Inventory_Level,Machine_Utilization,Production_Output_units_hr,Lead_Time_min,Efficiency_Score,Is_Bottleneck,Shift,Day_Of_Week,Process_Enc,Machine_Enc,Shift_Enc,Util_x_CycleTime,Wait_to_Cycle_Ratio,Total_Process_Time,Defect_x_Output,High_Inventory,Log_Lead_Time,Log_Waiting
1193,P04,Welding,M02,14.26,2.58,74.29,0.1664,28,0.8059,3.42,90.11,81.28,1,Night,4,9,1,2,11.492133999999998,5.209673766007177,91.13000000000001,0.5690879999999999,0,4.512067567725767,4.321347323862031
1194,P06,Assembly,M05,22.46,6.28,31.3,0.1439,49,0.5267,0.95,60.95,35.46,1,Afternoon,5,0,4,0,11.829682,1.3935879814835346,60.040000000000006,0.136705,1,4.126327608075152,3.475067230228611
1195,P02,Cutting,M04,5.61,19.7,3.43,0.135,8,0.7545,7.04,26.64,65.86,1,Morning,3,1,3,1,4.2327449999999995,0.6114071097912481,28.74,0.9504,0,3.319263998899469,1.4883995840570443
1196,P10,Dispatch,M01,5.4,3.24,13.63,0.1719,46,0.7834,6.34,23.1,57.1,1,Afternoon,2,2,0,0,4.23036,2.524069399871482,22.270000000000003,1.0898459999999999,1,3.1822118404966093,2.683074215032033
1197,P08,Packaging,M05,7.42,25.72,1.98,0.1155,1,0.2906,1.81,36.26,22.35,1,Night,2,4,4,2,2.1562520000000003,0.266846001555254,35.12,0.20905500000000002,0,3.6179203651734424,1.091923300517313
1198,P04,Welding,M02,26.92,10.13,16.97,0.1185,0,0.8075,1.83,52.71,81.91,1,Afternoon,2,9,1,0,21.7379,0.630386095696101,54.02,0.216855,0,3.983599203917368,2.8887037007954675
1199,P10,Dispatch,M05,5.38,19.04,0.59,0.0572,5,0.3366,3.61,25.11,32.4,0,Night,1,2,4,2,1.810908,0.10966522367058798,25.009999999999998,0.206492,0,3.2623183827110376,0.4637340162321401
1200,P01,Raw Material Intake,M08,4.33,22.76,1.14,0.1257,71,0.7887,9.86,29.72,71.19,1,Morning,4,6,7,1,3.4150709999999997,0.2632788376932155,28.230000000000004,1.239402,1,3.4249139082794713,0.76080582903376
1201,P01,Raw Material Intake,M05,7.24,0.5,1.46,0.0861,69,0.479,3.61,11.37,43.57,0,Morning,4,6,4,1,3.46796,0.2016571800315193,9.2,0.31082099999999996,1,2.5152741864043966,0.9001613499442714
1202,P06,Assembly,M07,23.23,1.18,26.85,0.109,0,0.5866,0.72,51.43,27.87,1,Afternoon,3,0,6,0,13.626718,1.1558324770415511,51.260000000000005,0.07848,0,3.9594789465844413,3.326832966373293
1203,P07,Quality Inspection,M08,6.38,5.86,26.94,0.0932,35,0.57,4.95,38.65,52.56,1,Morning,4,5,7,1,3.6365999999999996,4.222563914476623,39.18,0.46134000000000003,0,3.680090948080857,3.330059353828816
1204,P06,Assembly,M07,27.21,17.59,20.53,0.1301,33,0.6964,1.93,65.53,87.55,1,Morning,5,0,6,1,18.949044,0.75450174402729,65.33,0.25109299999999996,0,4.197652973753796,3.0694473113762717
1205,P04,Welding,M05,13.94,0.5,0.42,0.1541,38,0.5715,2.81,15.02,65.21,1,Night,2,9,4,2,7.96671,0.030129103207243036,14.86,0.433021,0,2.7738379416402132,0.3506568716131694
1206,P04,Welding,M06,24.7,0.59,37.02,0.1762,26,0.6255,1.47,62.59,60.65,1,Night,1,9,5,2,15.449849999999998,1.4987848183057417,62.31,0.25901399999999997,0,4.152456225279317,3.6381123370602833
1207,P10,Dispatch,M01,3.43,5.44,7.98,0.1118,47,0.4053,6.61,16.84,37.82,1,Afternoon,2,2,0,0,1.390179,2.326523829376591,16.85,0.738998,1,2.8814431271518632,2.194999882314108
1208,P01,Raw Material Intake,M06,5.59,7.82,8.17,0.0571,13,0.8436,8.63,21.04,80.41,0,Night,2,6,5,2,4.715724,1.4615358469841737,21.58,0.492773,0,3.092858984284714,2.2159372862683733
1209,P09,Storage,M01,3.08,4.3,3.65,0.1058,59,0.4712,7.68,11.83,39.43,1,Night,4,7,0,2,1.4512960000000001,1.1850610874640017,11.03,0.812544,1,2.551786178627545,1.536867219599265
1210,P04,Welding,M03,17.02,0.5,6.23,0.164,3,0.5669,2.01,23.44,56.97,1,Night,5,9,2,2,9.648637999999998,0.3660397379319989,23.75,0.32964,0,3.1962211343033946,1.9782390361706734
1211,P06,Assembly,M01,32.24,0.5,17.63,0.1331,29,0.6472,1.71,50.66,91.67,1,Morning,2,0,0,1,20.865728,0.5468360586736789,50.370000000000005,0.227601,0,3.9446837876676946,2.924773184613497
1212,P01,Raw Material Intake,M03,4.96,8.49,3.24,0.1272,73,0.4162,4.39,14.37,36.24,1,Morning,4,6,2,1,2.064352,0.6532244894667552,16.689999999999998,0.558408,1,2.7324175575505043,1.4445632692438664
1213,P03,Forming,M05,9.99,18.47,6.23,0.0527,20,0.6865,4.04,35.09,67.22,0,Night,4,3,4,2,6.858135,0.6236229993763771,34.69,0.212908,0,3.586015818654697,1.9782390361706734
1214,P09,Storage,M06,3.12,12.45,0.58,0.069,20,0.512,9.1,17.08,47.25,0,Afternoon,2,7,5,0,1.5974400000000002,0.18589684007423052,16.15,0.6279,0,2.89480635496403,0.4574248470388754
1215,P02,Cutting,M04,10.37,4.56,16.44,0.0755,6,0.7447,3.82,32.54,65.98,1,Night,2,1,3,2,7.722538999999999,1.5853408048786841,31.37,0.28841,0,3.5127387563950627,2.8587664184808337
1216,P05,Surface Treatment,M07,16.21,2.65,1.91,0.126,21,0.4209,1.45,20.03,39.29,1,Night,5,8,6,2,6.822789,0.11782842823662662,20.77,0.1827,0,3.0459499897146083,1.0681530811834012
1217,P09,Storage,M08,4.22,0.5,3.42,0.0564,23,0.6615,8.5,7.54,59.79,0,Afternoon,3,7,7,0,2.79153,0.8104246198468725,8.14,0.4794,0,2.1447610078004784,1.4861396960896067
1218,P06,Assembly,M04,19.27,7.24,12.08,0.2646,12,0.915,1.8,37.91,57.67,1,Night,1,0,3,2,17.63205,0.6268808371142517,38.589999999999996,0.47628000000000004,0,3.661251286996462,2.5710843460290524
1219,P10,Dispatch,M06,4.37,2.15,5.69,0.0851,15,0.887,11.15,12.6,81.27,1,Morning,5,2,5,1,3.8761900000000002,1.302056517033142,12.21,0.948865,0,2.6100697927420065,1.900613874140137
1220,P01,Raw Material Intake,M05,4.96,22.29,5.54,0.0776,44,0.1916,1.6,32.28,13.19,0,Morning,1,6,4,1,0.950336,1.1169332319894518,32.79,0.12416,1,3.5049566159530077,1.8779371654691073
1221,P09,Storage,M01,3.37,0.56,11.08,0.1384,17,0.658,9.67,15.77,54.39,1,Afternoon,4,7,0,0,2.21746,3.2878240717386595,15.01,1.338328,0,2.8195915758351173,2.4915511925066687
1222,P05,Surface Treatment,M04,11.95,1.26,1.62,0.1626,9,0.5096,2.16,16.37,43.09,1,Afternoon,2,8,3,0,6.089720000000001,0.1355647401131882,14.829999999999998,0.35121600000000003,0,2.854744580253014,0.9631743177730056
1223,P01,Raw Material Intake,M06,4.95,0.74,12.36,0.0533,65,0.3919,4.65,18.14,38.4,0,Afternoon,4,6,5,0,1.9399050000000002,2.4969646525966613,18.05,0.247845,1,2.9517803860248084,2.5922651681085
1224,P07,Quality Inspection,M03,8.65,1.8,2.05,0.1907,19,0.7463,4.11,13.4,59.17,1,Morning,4,5,2,1,6.455495,0.2369939456717391,12.5,0.7837770000000001,0,2.667228206581955,1.1151415906193203
1225,P09,Storage,M10,2.88,2.36,0.68,0.0953,21,0.3678,7.22,5.96,34.61,0,Night,2,7,9,2,1.059264,0.23611029128371083,5.92,0.688066,0,1.9401794743463283,0.5187937934151675
1226,P07,Quality Inspection,M07,8.48,0.76,7.39,0.1485,15,0.7962,4.41,16.32,62.31,1,Night,3,5,6,2,6.751776,0.8714612364843909,16.63,0.6548849999999999,0,2.851861903134289,2.127040520479115
1227,P10,Dispatch,M08,6.02,2.29,5.59,0.1566,16,0.321,2.41,15.88,24.2,1,Morning,5,2,7,1,1.9324199999999998,0.9285698860965348,13.899999999999999,0.377406,0,2.826129489167811,1.8855533485144158
1228,P03,Forming,M04,9.25,6.36,1.07,0.0478,19,0.5595,3.0,17.9,46.32,0,Afternoon,5,3,3,0,5.175375,0.11567555062102637,16.68,0.1434,0,2.9391619220655967,0.7275486072772778
1229,P10,Dispatch,M03,4.1,0.5,3.72,0.1688,26,0.333,3.77,9.66,25.71,1,Morning,5,2,2,1,1.3653,0.9073148602076583,8.32,0.636376,0,2.3664984187376983,1.551808799597464
1230,P03,Forming,M03,16.53,5.53,7.14,0.1382,0,0.8227,2.96,28.89,81.58,1,Night,4,3,2,2,13.599231000000001,0.4319416624672338,29.200000000000003,0.409072,0,3.3975239762958465,2.096790180014449
1231,P03,Forming,M03,18.73,0.5,1.08,0.0587,6,0.6641,3.02,20.58,94.26,0,Morning,1,3,2,1,12.438593000000001,0.05766147482035514,20.310000000000002,0.17727400000000001,0,3.0717669598299886,0.7323678937132266
1232,P07,Quality Inspection,M03,11.71,0.98,31.32,0.2266,15,0.5624,2.46,44.52,47.96,1,Morning,2,5,2,1,6.585704000000001,2.674634778279438,44.010000000000005,0.5574359999999999,0,3.8181517898180757,3.4756862336528944
1233,P10,Dispatch,M07,6.66,2.98,0.2,0.0524,9,0.3343,2.71,10.39,30.05,0,Night,5,2,6,2,2.226438,0.030029984939962555,9.84,0.142004,0,2.432735777459091,0.18232155679395465
1234,P06,Assembly,M07,17.9,1.96,77.09,0.1476,34,0.3274,0.52,97.6,15.63,1,Afternoon,2,0,6,0,5.86046,4.306701504636032,96.95,0.076752,0,4.591071261608589,4.3578620076745835
1235,P05,Surface Treatment,M10,16.17,6.27,7.18,0.0678,38,0.7119,2.05,28.45,55.22,0,Morning,1,8,9,1,11.511423,0.44403188371559443,29.62,0.13898999999999997,0,3.3826939100975957,2.1016921506146558
1236,P07,Quality Inspection,M03,11.03,5.02,21.38,0.1422,28,0.9072,3.45,38.29,63.4,1,Afternoon,1,5,2,0,10.006416,1.9383481973271104,37.42999999999999,0.49059,0,3.6709700335703683,3.108167702883779
1237,P10,Dispatch,M05,5.7,6.21,2.78,0.1745,6,0.4215,3.62,13.97,34.35,1,Morning,2,2,4,1,2.40255,0.4877184425992235,14.69,0.63169,0,2.706048198431537,1.3297240096314962
1238,P04,Welding,M05,19.16,6.69,21.29,0.1315,21,0.7017,1.24,46.99,39.61,1,Morning,5,9,4,1,13.444571999999999,1.1111685223546335,47.14,0.16306,0,3.8709926558701544,3.1041381473977774
1239,P02,Cutting,M02,13.98,5.32,1.32,0.0913,8,0.118,0.1,21.79,2.33,0,Morning,2,1,1,1,1.64964,0.0944205333186457,20.62,0.009130000000000001,0,3.126321843257593,0.8415671856782186
1240,P08,Packaging,M01,6.9,2.72,1.95,0.077,4,0.8282,6.51,12.71,74.81,0,Morning,3,4,0,1,5.714580000000001,0.2826082860749477,11.57,0.50127,0,2.6181254935742233,1.0818051703517284
1241,P10,Dispatch,M09,4.18,0.5,3.32,0.0837,15,0.6469,7.68,7.55,53.47,0,Morning,5,2,8,1,2.704042,0.7942564730706386,8.0,0.6428159999999999,0,2.145931282948669,1.463255402256019
1242,P03,Forming,M03,15.19,0.5,5.91,0.113,26,0.7626,2.88,21.6,72.92,1,Night,2,3,2,2,11.583893999999999,0.38907150159874815,21.6,0.32544,0,3.1179499062782403,1.9329696377795786
1243,P10,Dispatch,M04,5.7,7.68,5.24,0.1373,19,0.6861,6.68,18.83,63.46,1,Morning,3,2,3,1,3.9107700000000003,0.919296632812925,18.619999999999997,0.917164,0,2.9871959425317045,1.8309801823813363
1244,P10,Dispatch,M07,4.11,3.08,1.54,0.1147,52,0.5854,6.87,8.86,47.1,1,Morning,2,2,6,1,2.405994,0.3746949520804086,8.73,0.7879889999999999,1,2.288486168614544,0.9321640810304452
1245,P06,Assembly,M10,22.42,0.91,12.12,0.1578,15,0.8178,1.6,35.96,59.82,1,Morning,5,0,9,1,18.335076,0.5405885189168068,35.45,0.25248,0,3.6098362467734835,2.574137783515943
1246,P10,Dispatch,M08,3.23,0.5,3.3,0.0917,11,0.2146,4.11,6.97,22.12,0,Night,5,2,7,2,0.693158,1.021668663564509,7.029999999999999,0.376887,0,2.075684492802124,1.4586150226995167
1247,P05,Surface Treatment,M09,20.78,0.5,0.69,0.1165,17,0.3237,0.73,22.48,25.31,1,Night,5,8,8,2,6.726486,0.03320498883301788,21.970000000000002,0.08504500000000001,0,3.1561489949598958,0.5247285289349821
1248,P05,Surface Treatment,M09,18.45,1.05,6.47,0.0811,5,0.644,1.71,26.41,52.62,0,Morning,1,8,8,1,11.8818,0.3506773167060614,25.97,0.138681,0,3.3109079103146946,2.010894999144726
1249,P01,Raw Material Intake,M04,4.5,9.2,5.23,0.1838,65,0.8427,9.06,20.64,68.03,1,Afternoon,4,6,3,0,3.79215,1.1622196395119124,18.93,1.665228,1,3.074543453978281,1.8293763327993617
1250,P06,Assembly,M03,32.22,6.01,19.41,0.1988,3,0.8547,1.17,58.19,62.82,1,Morning,3,0,2,1,27.538434,0.6024206696397673,57.64,0.232596,0,4.080752608702634,3.0160249768217535
1251,P04,Welding,M06,17.8,10.92,10.65,0.1834,12,0.6652,2.46,42.1,73.08,1,Afternoon,4,9,5,0,11.84056,0.5983142706099603,39.37,0.451164,0,3.763522997109702,2.4553061800117097
1252,P07,Quality Inspection,M08,8.09,2.14,4.44,0.1082,35,0.6201,4.47,14.43,60.32,1,Morning,2,5,7,1,5.016609,0.548825032354719,14.670000000000002,0.483654,0,2.7363136663750693,1.6937790608678513
1253,P10,Dispatch,M07,5.8,3.91,2.58,0.0751,3,0.5005,4.86,13.53,47.0,0,Morning,4,2,6,1,2.9028999999999994,0.4448268192641048,12.290000000000001,0.36498600000000003,0,2.6762154775821916,1.275362800412609
1254,P08,Packaging,M04,7.77,2.67,2.03,0.0758,3,0.6689,4.8,11.28,62.18,0,Afternoon,5,4,3,0,5.197353,0.26126092501811454,12.469999999999999,0.36384,0,2.5079719227189963,1.1085626195212777
1255,P05,Surface Treatment,M07,27.74,4.1,0.6,0.1764,6,0.8931,1.96,31.91,90.76,1,Afternoon,3,8,6,0,24.774594,0.02162940820857671,32.44,0.345744,0,3.4937765629552486,0.4700036292457356
1256,P06,Assembly,M05,33.2,4.22,18.08,0.1549,148,0.6695,0.97,56.09,53.54,1,Morning,3,0,4,1,22.227400000000003,0.5445781492234488,55.5,0.150253,1,4.044628969976168,2.9486406660201405
1257,P06,Assembly,M08,32.37,0.5,32.1,0.1316,14,0.5127,0.59,65.52,31.82,1,Afternoon,3,0,7,0,16.596099,0.9916586371150333,64.97,0.07764399999999999,0,4.197502654324727,3.4995332823830174
1258,P06,Assembly,M06,25.31,9.18,9.56,0.1243,43,0.663,1.18,45.67,49.66,1,Night,3,0,5,2,16.78053,0.3777161684250619,44.05,0.146674,1,3.8431015599617244,2.3570732782781154
1259,P04,Welding,M02,20.78,0.8,8.34,0.1399,28,0.8292,1.13,29.43,39.19,1,Night,1,9,1,2,17.230776000000002,0.4013472563295205,29.92,0.15808699999999998,0,3.4154289639088797,2.234306252240751
1260,P01,Raw Material Intake,M08,5.37,1.78,8.21,0.1743,16,0.5843,5.55,15.1,49.62,1,Afternoon,1,6,7,0,3.1376910000000002,1.5288612125489527,15.360000000000001,0.967365,0,2.7788192719904172,2.2202898502672155
1261,P04,Welding,M01,20.46,1.65,2.02,0.1037,14,0.6609,1.48,25.08,50.34,1,Morning,1,9,0,1,13.522014000000002,0.09872917950675489,24.13,0.153476,0,3.261168737058452,1.1052568313867783
1262,P09,Storage,M03,2.61,6.64,4.01,0.0916,1,0.5299,11.52,13.86,50.2,0,Afternoon,4,7,2,0,1.3830390000000001,1.5363925808713377,13.26,1.055232,0,2.698673039289613,1.6114359150967734
1263,P05,Surface Treatment,M05,12.03,6.64,2.38,0.2448,20,0.3778,1.53,21.08,30.67,1,Afternoon,2,8,4,0,4.5449340000000005,0.19783857203776223,21.049999999999997,0.374544,0,3.0946722214088944,1.2178757094949273
1264,P07,Quality Inspection,M05,14.04,4.11,4.0,0.1163,21,0.7835,2.93,23.83,68.55,1,Afternoon,2,5,4,0,11.00034,0.2849000819799986,22.15,0.34075900000000003,0,3.2120525995200753,1.6094379124341003
1265,P08,Packaging,M03,5.89,1.36,3.35,0.139,56,0.4245,3.47,10.74,34.02,1,Morning,4,4,2,1,2.500305,0.5687596455693624,10.6,0.4823300000000001,1,2.4630018143999504,1.4701758451005926
1266,P01,Raw Material Intake,M04,5.34,3.1,9.65,0.2402,11,0.361,2.49,19.12,22.22,1,Night,5,6,3,2,1.9277399999999998,1.8071127207626954,18.09,0.598098,0,3.0017143452315387,2.365559892155434
1267,P07,Quality Inspection,M09,13.44,1.56,3.31,0.1225,123,0.7612,4.23,18.61,94.73,1,Morning,5,5,8,1,10.230528,0.24627957866102781,18.31,0.518175,1,2.976039640208255,1.4609379041156565
1268,P06,Assembly,M10,27.3,1.26,1.38,0.1298,114,0.8216,1.21,29.95,55.28,1,Morning,2,0,9,1,22.42968,0.05054943203317507,29.94,0.157058,1,3.432372999130605,0.8671004876833833
1269,P09,Storage,M03,4.53,24.41,7.06,0.0475,11,0.5807,7.61,36.32,57.43,0,Morning,1,7,2,1,2.630571,1.5584954558599209,36.0,0.36147500000000005,0,3.619529375979143,2.0869135565185366
1270,P08,Packaging,M01,6.68,3.1,2.07,0.0973,12,0.6042,4.92,13.01,54.8,0,Night,5,4,0,2,4.036055999999999,0.3098797756290784,11.85,0.478716,0,2.6397713603489157,1.1216775615991057
1271,P07,Quality Inspection,M02,8.95,12.25,3.35,0.2376,0,0.7311,4.08,24.53,60.79,1,Morning,5,5,1,1,6.5433449999999995,0.37430125776395784,24.55,0.969408,0,3.2398542312533927,1.4701758451005926
1272,P10,Dispatch,M09,3.07,0.5,0.88,0.1611,25,0.7282,11.73,4.04,60.02,1,Afternoon,2,2,8,0,2.2355739999999997,0.2866440174461973,4.45,1.889703,0,1.6174060820832772,0.6312717768418579
1273,P02,Cutting,M10,9.79,8.18,5.75,0.1283,29,0.4787,2.97,24.0,48.51,1,Night,1,1,9,2,4.6864729999999994,0.5873334143683204,23.72,0.38105100000000003,0,3.2188758248682006,1.9095425048844386
1274,P05,Surface Treatment,M10,23.07,9.24,3.19,0.0941,4,0.6289,1.35,36.88,51.76,0,Afternoon,5,8,9,0,14.508723,0.13827475584102478,35.5,0.127035,0,3.6344232683178777,1.4327007339340463
1275,P03,Forming,M01,10.23,0.58,5.76,0.1105,3,0.6246,3.86,17.49,65.81,1,Afternoon,1,3,0,0,6.389658000000001,0.5630493029821085,16.57,0.42652999999999996,0,2.9172300453990334,1.9110228900548727
1276,P07,Quality Inspection,M07,11.91,3.84,4.41,0.1641,101,0.7652,3.26,20.49,64.75,1,Morning,2,5,6,1,9.113532,0.370276767189952,20.16,0.5349659999999999,1,3.067587710654419,1.6882490928583902
1277,P04,Welding,M04,26.57,2.52,0.65,0.1259,13,0.737,1.06,29.94,46.8,1,Morning,5,9,3,1,19.58209,0.024463671635802924,29.74,0.13345400000000002,0,3.43204984514492,0.5007752879124893
1278,P05,Surface Treatment,M05,17.94,5.13,16.61,0.0405,25,0.3596,1.08,39.91,32.3,1,Morning,5,8,4,1,6.451224,0.9258634749924888,39.68,0.04374,0,3.711374531941307,2.8684669225081145
1279,P06,Assembly,M01,29.16,7.37,10.72,0.1037,92,0.8263,1.72,47.63,83.47,1,Afternoon,1,0,0,0,24.094908,0.36762676007312756,47.25,0.178364,1,3.8842406244156944,2.4612967841488667
1280,P05,Surface Treatment,M04,23.32,8.61,3.13,0.1317,12,0.3573,0.98,34.09,38.27,1,Night,2,8,3,2,8.332236,0.13421949647534456,35.06,0.12906600000000001,0,3.5579161895951237,1.4182774069729414
1281,P06,Assembly,M10,27.61,3.33,7.75,0.2498,16,0.6082,1.07,39.45,49.09,1,Afternoon,1,0,9,0,16.792402,0.2806952985529524,38.69,0.267286,0,3.700066643504501,2.169053700369523
1282,P07,Quality Inspection,M01,14.32,1.8,21.62,0.1324,35,0.7693,2.41,38.16,57.62,1,Afternoon,1,5,0,0,11.016376,1.5097754820003617,37.74,0.319084,0,3.6676558176623097,3.1188344706879745
1283,P08,Packaging,M10,7.5,1.39,10.18,0.0869,5,0.6923,4.57,19.11,57.12,0,Afternoon,3,4,9,0,5.1922500000000005,1.3573315235579686,19.07,0.39713300000000007,0,3.001217203784561,2.414126467726953
1284,P06,Assembly,M07,20.2,17.38,1.06,0.1189,80,0.4195,2.15,38.82,72.27,1,Morning,5,0,6,1,8.473899999999999,0.05247522154692003,38.64,0.255635,1,3.6843692986360503,0.7227059828014898
1285,P06,Assembly,M08,20.51,0.69,8.22,0.1804,172,0.5671,2.01,28.41,68.78,1,Afternoon,3,0,7,0,11.631221000000002,0.4007799118576734,29.42,0.362604,1,3.3813347525659037,2.2213750375685026
1286,P06,Assembly,M10,26.3,2.21,24.12,0.132,29,0.8126,1.9,52.74,83.36,1,Afternoon,3,0,9,0,21.371380000000002,0.9171099174487006,52.63,0.2508,0,3.984157603187345,3.223664341599998
1287,P07,Quality Inspection,M05,9.05,6.04,4.4,0.2381,100,0.7372,3.86,19.38,58.21,1,Night,2,5,4,2,6.67166,0.48618730808032257,19.490000000000002,0.9190659999999999,1,3.0145540277945786,1.6863989535702288
1288,P08,Packaging,M10,9.93,2.95,1.59,0.0995,3,0.7991,4.13,15.6,68.37,0,Morning,4,4,9,1,7.935063,0.16012068467201948,14.469999999999999,0.410935,0,2.8094026953624978,0.9516578757114464
1289,P10,Dispatch,M10,6.52,0.5,4.94,0.1368,5,0.8624,6.38,12.07,69.35,1,Afternoon,5,2,9,0,5.622848,0.757667549589648,11.96,0.872784,0,2.570319527636131,1.7817091333745536
1290,P05,Surface Treatment,M01,28.35,5.44,3.49,0.1596,37,0.4728,1.44,36.37,67.93,1,Night,3,8,0,2,13.403880000000001,0.12310401301445749,37.28,0.22982399999999997,0,3.6208682434973927,1.501852701754163
1291,P02,Cutting,M03,13.0,3.49,0.26,0.1083,47,0.4848,2.09,17.7,45.36,1,Afternoon,5,1,2,0,6.3024000000000004,0.01999998461539645,16.750000000000004,0.22634699999999996,1,2.928523523860541,0.23111172096338664
1292,P10,Dispatch,M08,5.21,0.5,1.13,0.0548,11,0.8601,8.64,7.13,75.03,0,Afternoon,1,2,7,0,4.481121,0.2168901787136685,6.84,0.47347200000000006,0,2.0955609235597192,0.7561219797213337
1293,P07,Quality Inspection,M06,8.13,0.6,15.96,0.2069,3,0.7634,4.37,23.0,59.13,1,Night,4,5,5,2,6.206442,1.9630972163625875,24.69,0.904153,0,3.1780538303479458,2.830857630363757
1294,P08,Packaging,M10,7.15,1.57,4.13,0.0763,14,0.579,4.24,14.02,50.54,0,Night,3,4,9,2,4.13985,0.5776215697600423,12.850000000000001,0.323512,0,2.7093826463359885,1.6351056591826783
1295,P04,Welding,M03,24.02,4.14,28.19,0.1516,41,0.8362,1.48,56.35,59.31,1,Night,1,9,2,2,20.085524,1.1736048402977353,56.35,0.224368,1,4.04917284357538,3.3738261848660236
1296,P09,Storage,M07,2.12,5.18,8.19,0.0957,55,0.4406,11.19,16.24,39.52,0,Morning,4,7,6,1,0.934072,3.863189324578657,15.489999999999998,1.0708829999999998,1,2.847232265235547,2.2181159363675955
1297,P03,Forming,M04,17.6,2.88,4.19,0.0702,1,0.4507,0.82,24.5,23.91,0,Afternoon,3,3,3,0,7.932320000000001,0.23806804655224628,24.67,0.057564,0,3.2386784521643803,1.6467336971777973
1298,P09,Storage,M02,3.04,0.5,11.11,0.2046,7,0.6954,11.6,13.47,58.73,1,Afternoon,3,7,1,0,2.114016,3.6545932414696,14.649999999999999,2.37336,0,2.6720775406433925,2.494031557565001
1299,P07,Quality Inspection,M09,8.11,13.18,22.02,0.2128,63,0.8912,5.57,45.03,75.27,1,Night,3,5,8,2,7.227632,2.7151631132390714,43.31,1.185296,1,3.82929335782915,3.1363634032937364
1300,P08,Packaging,M03,5.89,3.16,6.43,0.0763,9,0.7392,7.37,15.64,72.43,0,Night,1,4,2,2,4.3538879999999995,1.0916789614958209,15.48,0.562331,0,2.8118094353930627,2.005525858729668
1301,P10,Dispatch,M04,4.99,8.22,7.98,0.0694,14,0.8148,8.97,19.88,74.54,0,Morning,4,2,3,1,4.065852,1.5991951919936034,21.19,0.6225180000000001,0,3.038791763014438,2.194999882314108
1302,P07,Quality Inspection,M02,13.04,5.21,28.19,0.1672,18,0.5923,2.63,47.18,57.14,1,Afternoon,5,5,1,0,7.723592,2.1618081581225783,46.44,0.43973599999999996,0,3.874943997186725,3.3738261848660236
1303,P05,Surface Treatment,M03,18.0,5.04,4.89,0.1061,3,0.4988,1.32,26.4,39.46,1,Morning,2,8,2,1,8.9784,0.27166651574082457,27.93,0.140052,0,3.3105430133940246,1.7732559976634952
1304,P05,Surface Treatment,M02,18.84,1.95,5.82,0.106,1,0.3653,1.88,27.27,59.07,1,Morning,1,8,1,1,6.882252,0.3089170334835279,26.61,0.19927999999999998,0,3.341801171705499,1.9198594718553708
1305,P08,Packaging,M01,6.9,10.23,11.01,0.0659,4,0.625,4.59,28.34,52.77,0,Morning,3,4,0,1,4.3125,1.5956498613770125,28.14,0.302481,0,3.3789517727148355,2.485739636091892
1306,P10,Dispatch,M01,6.97,8.8,2.51,0.0956,28,0.7888,5.97,17.77,69.33,0,Morning,5,2,0,1,5.497935999999999,0.36011426095514926,18.28,0.570732,0,2.9322598505984176,1.2556160374777743
1307,P03,Forming,M05,12.56,11.81,5.94,0.0637,3,0.4048,2.0,29.88,41.83,0,Morning,4,3,4,1,5.084288,0.47292955976945883,30.310000000000002,0.1274,0,3.4301087251565754,1.937301774518713
1308,P01,Raw Material Intake,M10,4.2,0.5,14.43,0.1086,46,0.6692,8.9,17.79,62.32,1,Afternoon,3,6,9,0,2.8106400000000002,3.435706105461654,19.13,0.9665400000000001,1,2.933324813425374,2.7363136663750693
1309,P08,Packaging,M05,9.59,1.2,1.3,0.0494,35,0.8789,5.53,14.13,88.41,0,Morning,1,4,4,1,8.428651,0.135557731430937,12.09,0.27318200000000004,0,2.7166795278002644,0.832909122935104
1310,P08,Packaging,M07,7.34,21.06,1.75,0.1379,10,0.4762,3.55,30.91,43.48,1,Morning,5,4,6,1,3.495308,0.23841929370668433,30.15,0.48954499999999995,0,3.462919440290152,1.0116009116784799
1311,P05,Surface Treatment,M06,19.54,2.73,5.27,0.041,7,0.6483,2.1,26.59,68.28,0,Night,2,8,5,2,12.667781999999999,0.26970303495238745,27.54,0.08610000000000001,0,3.3174533882291946,1.8357763546448294
1312,P04,Welding,M06,27.28,0.5,23.8,0.1021,27,0.6829,2.08,49.98,94.81,1,Morning,1,9,5,1,18.629512,0.872433697788234,51.58,0.212368,0,3.9314333989479695,3.2108436531709366
1313,P04,Welding,M02,23.57,11.61,57.7,0.1524,25,0.8143,1.4,92.07,55.14,1,Morning,5,9,1,1,19.193051,2.448026114541318,92.88,0.21336,0,4.533351898197619,4.072439726834051
