Record_ID,Process_ID,Process_Name,Machine_ID,Cycle_Time_min,Setup_Time_min,Waiting_Time_min,Defect_Rate,Inventory_Level,Machine_Utilization,Production_Output_units_hr,Lead_Time_min,Efficiency_Score,Is_Bottleneck,Shift,Day_Of_Week
1422,P07,Quality Inspection,M09,15.01,0.5,7.26,0.0837,63,0.8738,3.35,20.17,83.82,0,Afternoon,4
1423,P08,Packaging,M05,9.79,0.84,15.06,0.0674,5,0.5193,2.97,26.71,48.48,1,Afternoon,4
1424,P09,Storage,M06,3.69,8.55,6.75,0.0571,26,0.4635,7.35,19.52,45.19,0,Morning,4
1425,P02,Cutting,M03,12.62,5.92,3.62,0.0975,11,0.2762,1.88,21.87,39.66,0,Morning,1
1426,P05,Surface Treatment,M01,23.95,0.5,1.62,0.0644,0,0.2099,0.58,27.41,23.22,0,Morning,5
1427,P05,Surface Treatment,M01,15.64,0.5,8.95,0.0509,5,0.7037,1.95,24.01,50.94,0,Night,3
1428,P09,Storage,M07,2.46,0.71,1.35,0.1968,34,0.4033,8.01,4.22,32.88,1,Morning,3
1429,P09,Storage,M03,2.29,1.71,2.12,0.0614,8,0.3256,7.51,5.35,28.65,0,Morning,1
1430,P02,Cutting,M10,10.98,6.37,3.32,0.1074,20,0.803,3.45,20.75,63.13,1,Afternoon,5
1431,P02,Cutting,M10,9.55,0.5,1.64,0.0562,3,0.5129,2.51,11.54,39.99,0,Night,4
1432,P03,Forming,M03,13.66,8.88,9.92,0.0785,13,0.8377,2.89,33.21,65.69,0,Morning,2
1433,P07,Quality Inspection,M09,12.06,2.85,35.15,0.0835,42,0.815,3.81,50.81,76.5,1,Afternoon,5
1434,P04,Welding,M06,17.22,3.23,0.56,0.1279,130,0.7886,2.08,21.21,59.82,1,Night,2
1435,P01,Raw Material Intake,M08,2.58,1.56,0.83,0.0643,38,0.466,10.0,4.68,42.96,0,Morning,3
1436,P03,Forming,M03,16.76,1.77,0.39,0.1313,47,0.3638,0.57,20.26,15.97,1,Morning,3
1437,P02,Cutting,M06,9.7,0.82,6.19,0.1191,29,0.5228,3.04,16.31,49.15,1,Night,5
1438,P06,Assembly,M05,22.62,13.25,2.3,0.0822,36,0.9172,2.39,37.23,89.94,1,Morning,5
1439,P07,Quality Inspection,M08,7.9,5.19,33.51,0.1102,85,0.4095,2.85,45.63,37.59,1,Night,2
1440,P04,Welding,M06,20.38,0.5,2.41,0.2741,73,0.9171,2.06,21.81,70.1,1,Afternoon,5
1441,P02,Cutting,M01,12.74,0.5,7.06,0.069,10,0.3248,1.57,18.2,33.37,0,Afternoon,1
1442,P09,Storage,M06,3.03,6.36,11.06,0.1115,13,0.9352,16.19,21.1,81.76,1,Afternoon,4
1443,P03,Forming,M10,10.81,2.49,1.88,0.0938,7,0.7906,4.65,15.0,83.67,0,Morning,3
1444,P05,Surface Treatment,M10,20.98,12.21,4.55,0.1161,54,0.547,1.25,38.88,43.67,1,Night,3
1445,P07,Quality Inspection,M06,4.57,2.28,22.14,0.1635,30,0.7157,7.73,29.75,58.84,1,Afternoon,3
1446,P04,Welding,M05,15.45,12.19,136.87,0.0993,24,0.7673,3.9,166.13,100.45,1,Afternoon,3
1447,P08,Packaging,M05,6.91,0.91,6.52,0.1075,25,0.8837,6.35,15.53,73.14,1,Morning,5
1448,P02,Cutting,M02,18.09,6.54,1.5,0.1242,14,0.737,2.01,26.77,60.65,1,Morning,3
1449,P07,Quality Inspection,M04,7.47,7.69,2.35,0.122,6,0.8603,5.12,18.64,63.73,1,Morning,5
1450,P07,Quality Inspection,M06,14.64,0.5,16.84,0.1162,63,0.3997,1.7,31.78,41.59,1,Morning,5
1451,P05,Surface Treatment,M03,11.35,2.05,2.09,0.1,19,0.5678,1.78,13.76,33.64,1,Morning,4
1452,P08,Packaging,M01,8.27,0.5,16.48,0.1768,13,0.4795,2.6,25.25,35.81,1,Night,3
1453,P10,Dispatch,M04,3.86,8.98,0.8,0.1158,7,0.6221,8.53,13.48,54.92,1,Night,2
1454,P06,Assembly,M10,31.25,5.61,41.26,0.1699,70,0.5896,0.57,76.77,29.91,1,Night,2
1455,P01,Raw Material Intake,M04,4.32,8.48,1.54,0.152,7,0.7745,9.15,14.13,65.89,1,Afternoon,1
1456,P10,Dispatch,M06,3.9,2.0,12.57,0.0814,0,0.3693,6.4,17.67,41.62,0,Morning,2
1457,P09,Storage,M03,2.1,24.92,21.18,0.0507,3,0.4485,11.1,48.35,38.89,1,Afternoon,5
1458,P05,Surface Treatment,M04,21.0,3.47,8.89,0.0783,4,0.8337,2.7,31.84,94.48,0,Morning,1
1459,P07,Quality Inspection,M02,7.53,2.18,13.55,0.1134,45,0.8682,5.73,22.42,71.96,1,Morning,1
1460,P02,Cutting,M09,14.21,2.02,1.33,0.1229,23,0.675,2.37,18.94,56.12,1,Afternoon,5
1461,P02,Cutting,M02,10.39,9.95,12.76,0.0606,15,0.7804,4.77,34.66,82.57,0,Morning,1
1462,P02,Cutting,M09,15.36,7.11,2.22,0.1132,11,0.7522,2.15,24.11,55.15,1,Afternoon,4
1463,P01,Raw Material Intake,M10,5.68,1.38,17.33,0.0398,23,0.6726,6.12,23.33,57.92,1,Afternoon,3
1464,P02,Cutting,M09,13.14,0.71,1.58,0.0686,25,0.6677,2.49,15.47,54.56,0,Afternoon,4
1465,P03,Forming,M01,15.64,15.52,7.88,0.0699,0,0.5961,2.01,39.47,52.39,0,Afternoon,2
1466,P08,Packaging,M02,10.06,0.51,2.72,0.1577,13,0.6198,3.39,11.6,56.89,1,Afternoon,2
1467,P07,Quality Inspection,M10,9.85,2.18,38.0,0.102,19,0.5103,3.32,48.3,54.49,1,Afternoon,1
1468,P04,Welding,M07,17.47,4.5,22.25,0.0892,4,0.9222,2.51,44.08,73.04,1,Morning,2
1469,P03,Forming,M08,14.95,3.55,6.55,0.1354,12,0.5067,2.26,24.28,56.2,1,Afternoon,3
1470,P04,Welding,M09,18.62,4.73,10.36,0.225,58,0.6969,2.46,32.97,76.45,1,Morning,1
1471,P05,Surface Treatment,M04,21.18,1.62,14.67,0.0936,16,0.7125,1.61,36.16,56.9,0,Afternoon,3
1472,P08,Packaging,M02,6.52,0.62,3.91,0.1268,28,0.4565,3.32,11.02,36.06,1,Afternoon,4
1473,P07,Quality Inspection,M06,13.88,1.03,23.08,0.1125,2,0.6453,2.7,38.42,62.54,1,Morning,5
1474,P04,Welding,M05,23.5,8.06,52.06,0.1319,12,0.82,1.59,83.32,62.43,1,Afternoon,5
1475,P09,Storage,M09,3.71,4.28,3.14,0.0593,36,0.2804,4.64,11.54,28.7,0,Night,3
1476,P02,Cutting,M03,10.21,0.5,2.17,0.1711,15,0.6826,3.94,12.09,66.97,1,Morning,3
1477,P08,Packaging,M02,10.22,11.49,10.89,0.1956,19,0.5593,3.19,33.04,54.33,1,Afternoon,4
1478,P07,Quality Inspection,M01,12.73,2.79,36.67,0.1163,39,0.656,2.85,52.78,60.52,1,Morning,2
1479,P09,Storage,M03,2.7,0.53,9.48,0.0794,69,0.8115,16.24,13.74,72.96,0,Night,5
1480,P08,Packaging,M08,5.69,5.15,5.42,0.0379,3,0.6365,6.31,15.49,59.85,0,Afternoon,3
1481,P08,Packaging,M04,8.12,10.27,0.17,0.0953,17,0.7377,5.54,17.97,75.02,0,Afternoon,4
1482,P09,Storage,M04,3.22,17.9,0.22,0.0678,32,0.2291,3.91,22.6,21.01,0,Night,3
1483,P04,Welding,M07,17.13,4.44,0.35,0.0866,15,0.8303,3.27,20.05,93.37,0,Night,3
1484,P07,Quality Inspection,M01,8.47,0.5,8.53,0.202,121,0.6306,3.45,17.16,48.73,1,Afternoon,3
1485,P03,Forming,M07,17.1,0.52,1.64,0.0852,5,0.5645,1.83,21.64,52.05,0,Morning,1
1486,P02,Cutting,M09,13.82,2.21,5.94,0.0878,3,0.728,2.58,23.18,59.43,0,Afternoon,1
1487,P03,Forming,M01,13.19,11.14,25.45,0.1058,20,0.8191,3.55,48.31,77.98,1,Morning,3
1488,P08,Packaging,M07,7.43,4.14,7.28,0.0792,26,0.5968,3.97,18.48,49.15,0,Afternoon,3
1489,P05,Surface Treatment,M07,18.64,5.41,4.26,0.0576,24,0.244,0.51,28.07,15.86,0,Morning,5
1490,P08,Packaging,M01,7.17,14.48,8.78,0.1664,2,0.6603,5.87,31.57,70.14,1,Morning,4
1491,P10,Dispatch,M09,2.33,9.19,7.71,0.1284,27,0.2217,5.41,17.91,21.0,1,Morning,5
1492,P02,Cutting,M07,8.12,3.63,5.18,0.0592,9,0.5394,3.55,15.19,48.04,0,Morning,2
1493,P09,Storage,M02,2.83,2.97,4.66,0.1703,13,0.6724,12.77,9.15,60.14,1,Morning,2
1494,P01,Raw Material Intake,M01,2.33,3.66,0.88,0.0643,13,0.7548,18.49,7.09,71.71,0,Afternoon,2
1495,P04,Welding,M02,23.47,7.89,9.3,0.1195,4,0.6061,1.47,41.22,57.33,1,Afternoon,3
1496,P02,Cutting,M05,13.04,5.01,8.49,0.0594,12,0.6591,3.13,26.24,67.99,0,Morning,2
1497,P05,Surface Treatment,M04,17.8,3.5,9.42,0.2021,9,0.5242,1.79,28.78,53.1,1,Afternoon,2
1498,P08,Packaging,M08,9.58,0.81,10.85,0.085,10,0.4028,3.07,21.74,49.05,0,Night,5
1499,P01,Raw Material Intake,M08,3.0,2.64,3.8,0.1087,2,0.6819,12.68,8.28,63.33,1,Night,1
1500,P06,Assembly,M06,22.73,1.86,32.8,0.1488,24,0.5313,1.1,57.86,41.76,1,Afternoon,3
1501,P09,Storage,M06,3.37,0.63,2.94,0.185,3,0.6845,10.53,6.81,59.13,1,Night,2
1502,P09,Storage,M06,2.51,3.76,1.63,0.0516,15,0.6472,14.77,7.55,61.73,0,Night,3
1503,P06,Assembly,M08,24.62,2.21,33.86,0.0869,77,0.4659,0.77,61.46,31.43,1,Night,2
1504,P02,Cutting,M02,12.22,3.16,0.64,0.0771,48,0.4123,2.46,15.2,50.16,0,Morning,1
1505,P08,Packaging,M10,5.27,10.51,2.64,0.2053,6,0.6631,5.2,19.07,45.67,1,Morning,2
1506,P03,Forming,M02,12.68,1.69,3.89,0.2035,5,0.7556,3.2,18.04,67.67,1,Afternoon,2
1507,P08,Packaging,M02,8.29,0.5,3.65,0.1095,5,0.3968,2.28,11.39,31.46,1,Afternoon,1
1508,P09,Storage,M07,1.91,5.84,0.0,0.1034,102,0.5825,16.32,7.34,51.89,1,Morning,2
1509,P02,Cutting,M09,10.2,9.65,5.49,0.066,6,0.8834,4.49,24.8,76.35,1,Morning,1
1510,P03,Forming,M04,17.37,11.15,2.16,0.0683,23,0.5179,2.05,32.12,59.46,0,Afternoon,1
1511,P07,Quality Inspection,M09,9.81,0.53,5.46,0.1683,28,0.7455,4.21,14.63,68.86,1,Afternoon,1
1512,P01,Raw Material Intake,M07,5.65,0.5,1.0,0.0805,16,0.5502,5.6,7.2,52.73,0,Afternoon,3
1513,P02,Cutting,M02,11.64,9.74,3.76,0.0563,39,0.655,3.63,25.14,70.33,0,Afternoon,4
1514,P10,Dispatch,M08,4.6,3.54,5.31,0.1189,17,0.461,5.43,11.94,41.64,1,Afternoon,4
1515,P06,Assembly,M05,21.04,14.06,78.49,0.1901,11,0.8283,1.41,114.15,49.37,1,Afternoon,3
1516,P06,Assembly,M07,24.83,2.84,11.96,0.1739,37,0.6713,1.02,38.36,42.39,1,Morning,3
1517,P04,Welding,M02,19.9,5.17,2.79,0.151,142,0.3493,1.27,27.93,42.03,1,Morning,2
1518,P07,Quality Inspection,M09,7.91,1.93,30.68,0.2025,120,0.8078,4.34,40.52,57.2,1,Morning,2
1519,P03,Forming,M05,15.09,0.5,6.81,0.1745,0,0.8577,3.82,24.57,96.06,1,Night,2
1520,P02,Cutting,M08,14.47,0.92,8.36,0.1054,5,0.8849,3.24,23.46,78.19,1,Afternoon,3
1521,P08,Packaging,M04,6.02,13.94,0.21,0.0946,6,0.4762,3.75,21.59,37.69,0,Afternoon,2
1522,P10,Dispatch,M08,4.89,0.82,5.02,0.0805,36,0.1732,1.48,10.97,12.04,0,Afternoon,1
1523,P01,Raw Material Intake,M08,3.54,4.64,2.8,0.1068,4,0.4287,6.71,10.51,39.58,1,Morning,3
1524,P08,Packaging,M03,6.33,0.61,0.12,0.0725,39,0.4204,3.68,7.02,38.81,0,Afternoon,5
1525,P08,Packaging,M01,10.37,0.5,1.86,0.0767,20,0.4154,2.47,12.76,42.76,0,Afternoon,1
1526,P07,Quality Inspection,M02,11.45,1.45,34.38,0.1582,112,0.6458,2.87,47.24,54.75,1,Afternoon,3
1527,P05,Surface Treatment,M02,17.19,6.25,8.78,0.1183,62,0.61,2.86,33.34,81.92,1,Afternoon,4
1528,P01,Raw Material Intake,M04,4.41,2.13,2.27,0.1607,9,0.5205,6.33,10.05,46.48,1,Morning,3
1529,P09,Storage,M08,3.95,4.92,4.28,0.1421,6,0.5613,7.9,12.99,51.97,1,Morning,2
1530,P06,Assembly,M02,35.04,2.08,25.77,0.143,11,0.5977,1.22,62.65,71.09,1,Afternoon,3
1531,P02,Cutting,M09,13.73,7.41,4.75,0.1192,6,0.3472,1.11,26.52,25.42,1,Morning,5
1532,P01,Raw Material Intake,M06,4.86,5.1,2.79,0.136,27,0.7057,7.68,13.19,62.19,1,Morning,1
1533,P10,Dispatch,M06,5.43,0.5,7.95,0.1253,10,0.8953,8.78,14.96,79.46,1,Morning,2
1534,P06,Assembly,M09,33.86,6.34,49.07,0.1994,43,0.5639,1.74,88.1,98.4,1,Afternoon,1
1535,P05,Surface Treatment,M02,18.1,1.98,11.52,0.1011,24,0.2152,1.27,31.11,38.3,1,Morning,4
1536,P03,Forming,M09,13.6,4.15,0.25,0.1006,0,0.5961,2.56,17.17,58.08,1,Afternoon,4
1537,P08,Packaging,M04,9.01,3.98,8.14,0.0529,11,0.7238,4.16,22.07,62.42,0,Morning,3
1538,P09,Storage,M09,2.69,2.54,23.97,0.0707,12,0.5672,12.63,29.71,56.61,1,Night,4
1539,P07,Quality Inspection,M05,9.61,3.45,19.12,0.1098,12,0.7397,4.12,33.25,65.94,1,Afternoon,1
1540,P09,Storage,M04,3.23,1.8,7.01,0.1464,4,0.601,9.97,11.6,53.65,1,Night,5
1541,P06,Assembly,M03,18.1,9.84,27.68,0.1356,23,0.713,2.43,55.99,73.26,1,Morning,5
1542,P05,Surface Treatment,M01,10.34,2.63,2.76,0.1177,48,0.585,2.84,15.36,49.02,1,Night,4
1543,P07,Quality Inspection,M10,10.83,2.05,3.59,0.1512,123,0.7926,3.65,16.24,65.9,1,Afternoon,4
1544,P06,Assembly,M09,24.75,1.48,2.2,0.1126,40,0.4967,0.64,27.9,26.32,1,Afternoon,5
1545,P07,Quality Inspection,M08,12.47,5.91,25.48,0.0913,53,0.584,2.51,43.06,52.08,1,Morning,4
1546,P06,Assembly,M07,26.0,3.98,42.38,0.1151,36,0.6905,1.42,72.25,61.58,1,Night,2
1547,P05,Surface Treatment,M08,20.86,10.82,1.04,0.082,35,0.7977,2.09,33.82,72.49,0,Afternoon,3
1548,P06,Assembly,M09,22.35,12.08,4.86,0.1187,41,0.6529,1.46,39.04,54.34,1,Afternoon,1
1549,P05,Surface Treatment,M02,13.56,0.65,5.7,0.0482,38,0.6017,1.99,19.83,45.0,0,Morning,1
1550,P05,Surface Treatment,M05,14.82,14.99,4.02,0.0709,24,0.7334,1.76,34.37,43.5,0,Morning,3
1551,P04,Welding,M02,25.97,5.78,2.88,0.1984,56,0.5487,0.83,33.47,36.06,1,Afternoon,1
1552,P05,Surface Treatment,M01,21.08,1.61,4.62,0.1467,39,0.5192,1.44,27.44,50.72,1,Night,5
1553,P10,Dispatch,M08,4.66,8.77,7.09,0.1408,12,0.5086,5.77,21.38,44.84,1,Morning,5
1554,P06,Assembly,M03,21.86,1.87,28.18,0.1951,42,0.5175,0.48,51.54,17.59,1,Afternoon,5
1555,P07,Quality Inspection,M04,9.92,6.87,18.15,0.1664,129,0.6799,2.78,36.02,45.99,1,Morning,5
1556,P03,Forming,M05,22.09,3.3,18.07,0.0642,13,0.8659,1.8,45.72,66.31,1,Night,5
1557,P04,Welding,M08,22.17,0.5,39.39,0.1617,10,0.6526,1.48,62.87,54.57,1,Night,1
1558,P07,Quality Inspection,M05,8.87,8.87,38.51,0.1335,42,0.8019,5.16,55.42,76.28,1,Afternoon,2
1559,P05,Surface Treatment,M10,21.07,15.89,0.28,0.071,12,0.7238,2.18,35.93,76.53,0,Morning,4
1560,P02,Cutting,M08,13.26,4.13,3.1,0.0522,19,0.6609,2.57,18.95,56.83,0,Morning,3
1561,P01,Raw Material Intake,M05,6.3,5.2,8.38,0.2007,48,0.6981,5.36,19.57,56.36,1,Night,4
1562,P07,Quality Inspection,M03,8.9,2.6,16.86,0.1943,67,0.912,4.87,29.06,72.21,1,Morning,1
1563,P10,Dispatch,M08,5.4,0.68,3.41,0.0844,15,0.5503,5.79,9.58,52.07,0,Night,3
1564,P03,Forming,M06,14.42,0.52,5.66,0.2308,11,0.4452,1.08,19.61,25.98,1,Morning,3
1565,P10,Dispatch,M07,3.99,3.52,1.37,0.0627,78,0.749,10.6,8.49,70.5,0,Morning,1
1566,P05,Surface Treatment,M05,13.54,0.84,7.4,0.0875,15,0.5724,2.35,21.53,53.06,0,Night,5
1567,P09,Storage,M09,2.71,1.89,7.76,0.0468,1,0.3742,7.62,12.04,34.45,0,Night,1
1568,P06,Assembly,M07,15.46,2.72,30.08,0.1933,78,0.7514,2.89,48.79,74.5,1,Night,1
1569,P02,Cutting,M03,12.4,1.25,0.26,0.2065,14,0.2224,1.39,16.24,28.82,1,Morning,2
1570,P04,Welding,M06,22.8,2.04,12.96,0.155,40,0.6468,0.33,38.66,12.71,1,Afternoon,2
1571,P04,Welding,M04,15.41,3.42,5.82,0.1274,16,0.6347,2.26,26.58,58.16,1,Afternoon,1
1572,P10,Dispatch,M02,4.0,0.5,2.3,0.0756,0,0.7615,10.11,6.52,67.37,0,Afternoon,5
1573,P07,Quality Inspection,M01,11.91,8.03,1.52,0.1705,33,0.7426,4.12,21.16,81.84,1,Morning,3
1574,P05,Surface Treatment,M03,20.55,1.97,1.21,0.066,33,0.3899,1.11,23.89,37.88,0,Afternoon,2
1575,P03,Forming,M05,17.76,1.28,0.53,0.1367,7,0.4851,1.35,18.29,39.89,1,Afternoon,3
1576,P03,Forming,M06,15.02,9.49,8.84,0.3164,0,0.3297,1.51,32.57,37.84,1,Afternoon,5
1577,P04,Welding,M10,16.34,1.81,5.73,0.0993,43,0.861,3.51,23.01,95.62,0,Morning,4
1578,P02,Cutting,M02,12.76,2.36,4.73,0.1289,13,0.7666,3.24,20.44,68.84,1,Night,5
1579,P02,Cutting,M10,8.68,12.13,0.48,0.065,28,0.3552,2.28,21.02,33.04,0,Afternoon,2
1580,P02,Cutting,M05,9.23,8.23,1.78,0.1214,27,0.5424,3.84,19.42,59.1,1,Morning,3
1581,P03,Forming,M06,11.13,6.84,4.57,0.0427,10,0.4274,2.19,22.59,40.55,0,Night,4
1582,P04,Welding,M07,18.02,1.03,18.54,0.1251,2,0.8056,2.62,38.35,78.67,1,Afternoon,5
1583,P03,Forming,M02,15.76,0.5,1.56,0.0703,15,0.7796,3.02,18.47,79.37,0,Afternoon,4
1584,P04,Welding,M08,23.75,4.0,45.77,0.1382,55,0.6962,1.08,73.37,42.63,1,Morning,1
1585,P09,Storage,M10,1.81,1.13,4.52,0.1341,6,0.4501,12.51,7.21,37.76,1,Morning,5
1586,P03,Forming,M09,10.1,4.29,0.14,0.0501,14,0.4632,2.57,15.04,43.23,0,Morning,5
1587,P02,Cutting,M02,10.09,2.46,0.86,0.1837,4,0.5557,2.9,12.72,48.76,1,Night,1
1588,P06,Assembly,M10,28.1,7.28,2.72,0.1242,55,0.5771,1.72,38.63,80.78,1,Afternoon,4
1589,P04,Welding,M04,25.8,8.59,5.61,0.143,65,0.6611,1.86,38.91,80.15,1,Afternoon,3
1590,P05,Surface Treatment,M07,14.81,3.92,0.03,0.1587,11,0.4394,0.83,19.43,20.49,1,Morning,3
1591,P10,Dispatch,M02,5.64,0.51,1.06,0.0531,0,0.6166,6.87,8.41,64.51,0,Afternoon,5
1592,P04,Welding,M09,14.69,7.15,4.06,0.1549,199,0.7863,2.3,25.9,56.33,1,Afternoon,1
1593,P02,Cutting,M10,11.01,7.01,6.26,0.2011,8,0.216,1.31,23.83,24.06,1,Night,1
1594,P06,Assembly,M09,21.69,0.83,3.97,0.1946,10,0.7029,1.09,27.32,39.48,1,Night,3
1595,P05,Surface Treatment,M04,14.1,3.32,0.71,0.1634,2,0.4469,1.67,16.94,39.36,1,Afternoon,2
1596,P06,Assembly,M10,32.68,3.71,4.67,0.1515,3,0.8717,1.47,40.01,79.81,1,Morning,5
1597,P06,Assembly,M05,20.63,2.1,3.2,0.1114,11,0.663,2.57,25.38,88.36,1,Afternoon,5
1598,P10,Dispatch,M10,6.11,7.54,6.31,0.1632,6,0.4584,3.85,19.84,39.19,1,Night,5
1599,P04,Welding,M06,25.35,4.01,1.23,0.2013,44,0.4188,0.87,32.41,36.66,1,Night,1
1600,P05,Surface Treatment,M03,16.72,15.35,10.72,0.0785,8,0.958,3.39,41.27,94.46,1,Morning,1
1601,P08,Packaging,M04,5.13,3.33,2.04,0.1003,41,0.7495,7.97,9.91,68.08,1,Morning,4
1602,P08,Packaging,M04,9.08,9.07,4.38,0.1059,45,0.313,1.93,22.23,29.12,1,Night,1
1603,P01,Raw Material Intake,M05,4.09,11.7,1.09,0.1007,31,0.9591,13.31,17.18,90.63,1,Morning,4
1604,P07,Quality Inspection,M05,12.25,0.71,11.5,0.0921,101,0.5409,2.48,24.27,50.74,0,Afternoon,3
1605,P10,Dispatch,M08,5.8,6.08,1.78,0.0931,8,0.5031,4.23,13.71,40.82,0,Morning,2
1606,P08,Packaging,M02,7.71,2.97,1.02,0.0442,24,0.796,6.74,11.06,86.56,0,Night,1
1607,P05,Surface Treatment,M02,17.98,6.39,2.67,0.0973,33,0.6068,2.57,28.37,77.1,0,Afternoon,3
1608,P01,Raw Material Intake,M07,2.86,2.86,3.66,0.0874,7,0.4037,7.05,8.95,33.54,0,Morning,2
1609,P02,Cutting,M02,14.36,9.01,1.25,0.093,29,0.7661,3.5,26.21,83.72,0,Afternoon,4
1610,P03,Forming,M04,13.48,11.88,3.94,0.167,3,0.4283,1.21,27.53,27.2,1,Afternoon,2
1611,P01,Raw Material Intake,M09,4.86,0.5,4.83,0.044,6,0.5025,6.8,10.25,55.14,0,Morning,4
1612,P02,Cutting,M08,9.64,6.29,6.19,0.1325,40,0.831,4.15,21.64,66.6,1,Night,2
1613,P04,Welding,M01,22.24,8.62,19.88,0.1661,102,0.4577,1.61,50.99,59.7,1,Morning,1
1614,P10,Dispatch,M07,4.3,1.2,5.59,0.3555,7,0.6569,5.67,10.92,40.66,1,Afternoon,5
1615,P01,Raw Material Intake,M03,5.24,1.94,13.83,0.2238,56,0.5484,4.99,20.23,43.57,1,Morning,5
1616,P04,Welding,M10,25.08,0.94,2.37,0.2095,27,0.731,0.85,28.78,35.54,1,Afternoon,5
1617,P02,Cutting,M06,9.93,4.77,1.19,0.0324,11,0.6809,4.72,16.94,78.1,0,Night,4
1618,P03,Forming,M10,19.15,1.59,3.73,0.1142,1,0.6566,1.28,25.22,40.91,1,Afternoon,5
1619,P07,Quality Inspection,M06,10.61,8.36,1.02,0.2005,86,0.809,3.25,20.33,57.53,1,Afternoon,4
1620,P05,Surface Treatment,M10,17.1,0.86,9.64,0.0571,2,0.5242,2.43,26.92,69.19,0,Morning,1
1621,P07,Quality Inspection,M07,12.02,1.11,50.93,0.1687,145,0.5506,2.16,63.91,43.37,1,Afternoon,3
1622,P02,Cutting,M05,10.03,0.81,2.37,0.0455,6,0.5633,2.87,12.92,48.06,0,Night,4
1623,P03,Forming,M03,13.16,2.64,19.29,0.1858,35,0.582,2.2,36.21,48.17,1,Night,3
1624,P08,Packaging,M08,8.41,1.8,8.72,0.2049,26,0.3919,1.55,19.99,21.66,1,Morning,1
1625,P05,Surface Treatment,M02,18.49,0.5,0.11,0.0839,5,0.3684,1.08,18.49,33.36,0,Morning,1
1626,P09,Storage,M05,3.79,16.28,2.31,0.2377,46,0.6944,8.41,22.01,53.05,1,Afternoon,5
1627,P08,Packaging,M01,7.81,3.56,1.78,0.0929,1,0.4655,3.61,12.18,47.04,0,Afternoon,1
1628,P10,Dispatch,M08,4.87,0.5,0.33,0.1172,13,0.8765,9.16,6.22,74.41,1,Night,5
1629,P01,Raw Material Intake,M01,6.26,3.31,0.79,0.0432,8,0.3786,3.93,8.42,41.01,0,Afternoon,3
1630,P07,Quality Inspection,M01,8.12,0.5,2.37,0.087,143,0.9191,6.0,12.08,81.18,1,Afternoon,4
1631,P01,Raw Material Intake,M07,5.27,11.37,0.17,0.1694,10,0.8053,6.65,17.39,58.4,1,Night,5
1632,P10,Dispatch,M07,5.27,2.44,3.78,0.0661,6,0.4428,4.08,12.28,35.87,0,Afternoon,4
1633,P02,Cutting,M09,10.94,18.19,2.91,0.0842,25,0.2012,1.02,31.9,18.63,0,Night,2
1634,P05,Surface Treatment,M09,18.73,5.06,3.37,0.0462,3,0.5692,2.15,26.42,67.27,0,Morning,4
1635,P01,Raw Material Intake,M05,5.45,1.27,0.15,0.0469,18,0.5474,5.2,6.46,47.23,0,Morning,2
1636,P02,Cutting,M04,13.61,1.11,0.98,0.1082,10,0.1783,0.98,14.46,22.19,1,Morning,4
1637,P04,Welding,M10,30.09,5.21,22.14,0.248,0,0.6891,1.25,57.77,62.67,1,Morning,5
1638,P03,Forming,M04,14.97,0.5,17.92,0.1471,22,0.4514,1.19,34.12,29.6,1,Morning,5
1639,P01,Raw Material Intake,M08,3.92,2.5,1.77,0.062,43,0.5768,8.25,7.67,53.96,0,Morning,1
1640,P02,Cutting,M08,13.56,7.29,11.72,0.1149,40,0.77,3.21,33.71,72.44,1,Night,1
1641,P05,Surface Treatment,M10,16.1,9.29,8.85,0.0866,9,0.7811,2.53,35.37,67.8,0,Morning,3
1642,P07,Quality Inspection,M06,7.96,2.48,33.65,0.1013,20,0.5646,3.71,44.43,49.18,1,Morning,3
1643,P09,Storage,M04,2.35,1.42,7.74,0.1259,26,0.3274,7.67,12.72,30.09,1,Morning,4
1644,P09,Storage,M05,2.74,9.77,10.31,0.1119,9,0.6199,13.22,23.59,60.42,1,Morning,4
1645,P10,Dispatch,M10,3.23,4.91,12.08,0.0594,2,0.568,9.81,19.73,52.89,0,Night,1
1646,P09,Storage,M06,2.94,7.94,3.29,0.2647,22,0.6938,9.73,15.13,47.76,1,Morning,5
1647,P05,Surface Treatment,M05,13.92,17.43,1.22,0.1011,50,0.4367,1.86,30.8,43.17,1,Afternoon,1
1648,P01,Raw Material Intake,M05,4.29,1.31,1.85,0.0854,69,0.7193,9.46,6.67,67.65,0,Afternoon,4
1649,P07,Quality Inspection,M04,10.2,1.96,9.3,0.1002,147,0.6355,3.5,21.28,59.46,1,Afternoon,4
1650,P10,Dispatch,M01,3.93,14.24,3.09,0.0678,10,0.7459,10.51,20.43,68.83,0,Night,1
1651,P05,Surface Treatment,M07,17.2,0.5,4.54,0.1406,11,0.4837,1.28,23.06,36.57,1,Afternoon,2
1652,P04,Welding,M07,19.57,0.5,7.41,0.1133,79,0.803,2.4,28.52,78.35,1,Night,3
1653,P10,Dispatch,M01,4.84,10.02,8.92,0.07,26,0.72,9.32,24.43,75.17,0,Morning,4
1654,P01,Raw Material Intake,M07,6.06,6.69,2.38,0.0947,90,0.9207,8.42,16.89,85.01,1,Morning,3
1655,P10,Dispatch,M10,6.23,2.19,4.75,0.1673,24,0.4344,3.6,12.66,37.42,1,Afternoon,4
